"A285 Gr. A","A134",". . .",". . .                  . . .          . . .","1","(8b)(57)","B","45","24","15.0","14.7","14.2","13.7","13.0","12.3","11.9","11.5","10.7","9.2","7.9","5.9",". . .",". . .",". . .",". . .",". . .","A134","",""
"A285 Gr. A","A672","A45","K01700          . . .          . . .","1","(57)(59)(67)","B","45","24","15.0","14.7","14.2","13.7","13.0","12.3","11.9","11.5","10.7","9.2","7.9","5.9","4.0","2.5","1.6","1.0","A45","A672","",""
"Butt weld","API 5L","A25",". . .                  . . .          . . .","1","(8a)(77)","-20","45","25","15.0","15.0","14.7","14.2",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","A25","API 5L","",""
"Smls & ERW","API 5L","A25",". . .                  . . .          . . .","1","(57)(59)(77)","B","45","25","15.0","15.0","14.7","14.2",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","A25","API 5L","",""
". . .","A179",". . .","K01200          . . .          . . .","1","(57)(59)","-20","47","26","15.7","15.7","15.3","14.8","14.1","13.3","12.8","12.4","10.7","9.2","7.9","5.9","4.0","2.5","1.6","1.0",". . .","A179","",""
"Type F","A53","A","K02504          . . .          . . .","1","(8a)","20","48","30","16.0","16.0","16.0","16.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","A","A53","",""
". . .","A139","A",". . .                  . . .          . . .","1","(8b)","A","48","30","16.0","16.0","16.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","A","A139","",""
". . .","A587",". . .","K11500          . . .          . . .","1","(57)(59)","-20","48","30","16.0","16.0","16.0","16.0","16.0","15.3","14.6","12.5","10.7","9.2","7.9",". . .",". . .",". . .",". . .",". . .",". . .","A587","",""
". . .","A53","A","K02504          . . .          . . .","1","(57)(59)","B","48","30","16.0","16.0","16.0","16.0","16.0","15.3","14.6","12.5","10.7","9.2","7.9","5.9","4.0","2.5","1.6","1.0","A","A53","",""
". . .","A106","A","K02501          . . .          . . .","1","(""0"")","B","48","30","16.0","16.0","16.0","16.0","16.0","15.3","14.6","12.5","10.7","9.2","7.9","5.9","4.0","2.5","1.6","1.0","A","A106","",""
". . .","A135","A",". . .                  . . .          . . .","1","(57)(59)","B","48","30","16.0","16.0","16.0","16.0","16.0","15.3","14.6","12.5","10.7","9.2","7.9","5.9","4.0","2.5","1.6","1.0","A","A135","",""
". . .","A369","FPA","K02501          . . .          . . .","1","(""0"")","B","48","30","16.0","16.0","16.0","16.0","16.0","15.3","14.6","12.5","10.7","9.2","7.9","5.9","4.0","2.5","1.6","1.0","FPA","A369","",""
". . .","API 5L","A",". . .                  . . .          . . .","1","(57)(59)","B","48","30","16.0","16.0","16.0","16.0","16.0","15.3","14.6","12.5","10.7","9.2","7.9","5.9","4.0","2.5","1.6","1.0","A","API 5L","",""
"A285 Gr. B","A134",". . .",". . .                  . . .          . . .","1","(8b)(57)","B","50","27","16.7","16.5","15.9","15.4","14.7","13.8","13.3","12.5","10.7","9.2","7.9","5.9",". . .",". . .",". . .",". . .",". . .","A134","",""
"A285 Gr. B","A672","A50","K02200          . . .          . . .","1","(57)(59)(67)","B","50","27","16.7","16.5","15.9","15.4","14.7","13.8","13.3","12.5","10.7","9.2","7.9","5.9","4.0","2.5","1.6","1.0","A50","A672","",""
"A285 Gr. C","A134",". . .",". . .                  . . .          . . .","1","(8b)(57)","A","55","30","18.3","18.3","17.7","17.1","16.3","15.3","14.8","14.3","13.0","10.8","8.7","5.9",". . .",". . .",". . .",". . .",". . .","A134","",""
". . .","A524","II","K02104          . . .          . . .","1","(""0"")","-20","55","30","18.3","18.3","17.7","17.1","16.3","15.3","14.8","14.3","13.0","10.8","8.7","5.9","4.0","2.5",". . .",". . .","II","A524","",""
". . .","A333","1","K03008          . . .          . . .","1","(57)(59)","-50","55","30","18.3","18.3","17.7","17.1","16.3","15.3","14.8","14.3","13.0","10.8","8.7","5.9","4.0","2.5","1.6","1.0","1","A333","",""
". . .","A334","1","K03008          . . .          . . .","1","(57)(59)","-50","55","30","18.3","18.3","17.7","17.1","16.3","15.3","14.8","14.3","13.0","10.8","8.7","5.9","4.0","2.5","1.6","1.0","1","A334","",""
"A285 Gr. C","A671","CA55","K02801          . . .          . . .","1","(59)(67)","A","55","30","18.3","18.3","17.7","17.1","16.3","15.3","14.8","14.3","13.0","10.8","8.7","5.9","4.0","2.5","1.6","1.0","CA55","A671","",""
"A285 Gr. C","A672","A55","K02801          . . .          . . .","1","(57)(59)(67)","A","55","30","18.3","18.3","17.7","17.1","16.3","15.3","14.8","14.3","13.0","10.8","8.7","5.9","4.0","2.5","1.6","1.0","A55","A672","",""
"A516 Gr. 55","A672","C55","K01800          . . .          . . .","1","(57)(67)","C","55","30","18.3","18.3","17.7","17.1","16.3","15.3","14.8","14.3","13.0","10.8","8.7","5.9","4.0","2.5","1.6","1.0","C55","A672","",""
"A516 Gr. 60","A671","CC60","K02100          . . .          . . .","1","(57)(67)","C","60","32","20.0","19.5","18.9","18.2","17.4","16.4","15.8","15.3","13.9","11.4","8.7","5.9","4.0","2.5",". . .",". . .","CC60","A671","",""
"A515 Gr. 60","A671","CB60","K02401          . . .          . . .","1","(57)(67)","B","60","32","20.0","19.5","18.9","18.2","17.4","16.4","15.8","15.3","13.9","11.4","8.7","5.9","4.0","2.5","1.6","1.0","CB60","A671","",""
"A515 Gr. 60","A672","B60","K02401          . . .          . . .","1","(57)(67)","B","60","32","20.0","19.5","18.9","18.2","17.4","16.4","15.8","15.3","13.9","11.4","8.7","5.9","4.0","2.5","1.6","1.0","B60","A672","",""
"A516 Gr. 60","A672","C60","K02100          . . .          . . .","1","(57)(67)","C","60","32","20.0","19.5","18.9","18.2","17.4","16.4","15.8","15.3","13.9","11.4","8.7","5.9","4.0","2.5","1.6","1.0","C60","A672","",""
". . .","A139","B","K03003          . . .          . . .","1","(8b)","A","60","35","20.0","20.0","20.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","B","A139","",""
". . .","A135","B","K03018          . . .          . . .","1","(57)(59)","B","60","35","20.0","20.0","20.0","19.9","19.0","17.9","17.3","16.7","13.9","11.4","8.7","5.9","4.0","2.5",". . .",". . .","B","A135","",""
". . .","A524","I","K02104          . . .          . . .","1","(""0"")","-20","60","35","20.0","20.0","20.0","19.9","19.0","17.9","17.3","16.7","13.9","11.4","8.7","5.9","4.0","2.5",". . .",". . .","I","A524","",""
". . .","A53","B","K03005          . . .          . . .","1","(57)(59)","B","60","35","20.0","20.0","20.0","19.9","19.0","17.9","17.3","16.7","13.9","11.4","8.7","5.9","4.0","2.5","1.6","1.0","B","A53","",""
". . .","A106","B","K03006          . . .          . . .","1","(""0"")","B","60","35","20.0","20.0","20.0","19.9","19.0","17.9","17.3","16.7","13.9","11.4","8.7","5.9","4.0","2.5","1.6","1.0","B","A106","",""
". . .","A333","6","K03006          . . .          . . .","1","(""0"")","-50","60","35","20.0","20.0","20.0","19.9","19.0","17.9","17.3","16.7","13.9","11.4","8.7","5.9","4.0","2.5","1.6","1.0","6","A333","",""
". . .","A334","6","K03006          . . .          . . .","1","(""0"")","-50","60","35","20.0","20.0","20.0","19.9","19.0","17.9","17.3","16.7","13.9","11.4","8.7","5.9","4.0","2.5","1.6","1.0","6","A334","",""
". . .","A369","FPB","K03006          . . .          . . .","1","(""0"")","-20","60","35","20.0","20.0","20.0","19.9","19.0","17.9","17.3","16.7","13.9","11.4","8.7","5.9","4.0","2.5","1.6","1.0","FPB","A369","",""
". . .","A381","Y35",". . .                  . . .          . . .","1",". . .","A","60","35","20.0","20.0","20.0","19.9","19.0","17.9","17.3","16.7","13.9","11.4","8.7","5.9","4.0","2.5","1.6","1.0","Y35","A381","",""
". . .","API 5L","B",". . .                  . . .          . . .","1","(57)(59)(77)","B","60","35","20.0","20.0","20.0","19.9","19.0","17.9","17.3","16.7","13.9","11.4","8.7","5.9","4.0","2.5","1.6","1.0","B","API 5L","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
". . .","A139","C","K03004          . . .          . . .","1","(8b)","A","60","42","20.0","20.0","20.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","C","A139","",""
". . .","A139","D","K03010          . . .          . . .","1","(8b)","A","60","46","20.0","20.0","20.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","D","A139","",""
". . .","API 5L","X42",". . .                  . . .          . . .","1","(55)(77)","A","60","42","20.0","20.0","20.0","20.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","X42","API 5L","",""
". . .","A381","Y42",". . .                  . . .          . . .","1",". . .","A","60","42","20.0","20.0","20.0","20.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","Y42","A381","",""
". . .","A381","Y48",". . .                  . . .          . . .","1",". . .","A","62","48","20.7","20.7","20.7","20.7","20.7","20.7","18.7",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","Y48","A381","",""
". . .","API 5L","X46",". . .                  . . .          . . .","1","(55)(77)","A","63","46","21.0","21.0","21.0","21.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","X46","API 5L","",""
". . .","A381","Y46",". . .                  . . .          . . .","1",". . .","A","63","46","21.0","21.0","21.0","21.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","Y46","A381","",""
". . .","A381","Y50",". . .                  . . .          . . .","1",". . .","A","64","50","21.3","21.3","21.3","21.3","21.3","21.3","18.7",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","Y50","A381","",""
"A516 Gr. 65","A671","CC65","K02403          . . .          . . .","1","(57)(67)","B","65","35","21.7","21.4","20.6","19.9","19.0","17.9","17.3","16.7","13.9","11.4","9.0","6.3","4.0","2.5",". . .",". . .","CC65","A671","",""
"A515 Gr. 65","A671","CB65","K02800          . . .          . . .","1","(57)(67)","A","65","35","21.7","21.4","20.6","19.9","19.0","17.9","17.3","16.7","13.9","11.4","9.0","6.3","4.0","2.5","1.6","1.0","CB65","A671","",""
"A515 Gr. 65","A672","B65","K02800          . . .          . . .","1","(57)(67)","A","65","35","21.7","21.4","20.6","19.9","19.0","17.9","17.3","16.7","13.9","11.4","9.0","6.3","4.0","2.5","1.6","1.0","B65","A672","",""
"A516 Gr. 65","A672","C65","K02403          . . .          . . .","1","(57)(67)","B","65","35","21.7","21.4","20.6","19.9","19.0","17.9","17.3","16.7","13.9","11.4","9.0","6.3","4.0","2.5","1.6","1.0","C65","A672","",""
". . .","A139","E","K03012          . . .          . . .","1","(8b)","A","66","52","22.0","22.0","22.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","E","A139","",""
". . .","API 5L","X52",". . .                  . . .          . . .","1","(55)(77)","A","66","52","22.0","22.0","22.0","22.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","X52","API 5L","",""
". . .","A381","Y52",". . .                  . . .          . . .","1",". . .","A","66","52","22.0","22.0","22.0","22.0",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","Y52","A381","",""
"A516 Gr. 70","A671","CC70","K02700          . . .          . . .","1","(57)(67)","B","70","38","23.3","23.2","22.4","21.6","20.6","19.4","18.8","18.1","14.8","12.0","9.3","6.7","4.0","2.5",". . .",". . .","CC70","A671","",""
"A515 Gr. 70","A671","CB70","K03101          . . .          . . .","1","(57)(67)","A","70","38","23.3","23.2","22.4","21.6","20.6","19.4","18.8","18.1","14.8","12.0","9.3","6.7","4.0","2.5","1.6","1.0","CB70","A671","",""
"A515 Gr. 70","A672","B70","K03101          . . .          . . .","1","(57)(67)","A","70","38","23.3","23.2","22.4","21.6","20.6","19.4","18.8","18.1","14.8","12.0","9.3","6.7","4.0","2.5","1.6","1.0","B70","A672","",""
"A516 Gr. 70","A672","C70","K02700          . . .          . . .","1","(57)(67)","B","70","38","23.3","23.2","22.4","21.6","20.6","19.4","18.8","18.1","14.8","12.0","9.3","6.7","4.0","2.5","1.6","1.0","C70","A672","",""
". . .","A106","C","K03501          . . .          . . .","1","(""0"")","B","70","40","23.3","23.3","23.3","22.8","21.7","20.4","19.8","18.3","14.8","12.0",". . .",". . .",". . .",". . .",". . .",". . .","C","A106","",""
"A537 Cl. 1","A671","CD70","K12437          . . .          21⁄2 thk.","1","(""0"")","D","70","50","23.3","23.3","22.8","22.7","22.7","22.4","21.9","18.3",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","CD70","A671","",""
"A537 Cl. 1","A672","D70","K12437          . . .          21⁄2 thk.","1","(""0"")","D","70","50","23.3","23.3","22.8","22.7","22.7","22.4","21.9","18.3",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","D70","A672","",""
"A537 Cl. 1","A691","CMSH-70","K12437          . . .          21⁄2 thk.","1","(""0"")","D","70","50","23.3","23.3","22.8","22.7","22.7","22.4","21.9","18.3",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","CMSH-70","A691","",""
". . .","API 5L","X56",". . .                  . . .          . . .","1","(51)(55)(71)(77)","A","71","56","23.7","23.7","23.7","23.7",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","X56","API 5L","",""
". . .","A381","Y56",". . .                  . . .          . . .","1","(51)(55)(71)","A","71","56","23.7","23.7","23.7","23.7",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","Y56","A381","",""
"A299 Gr. A","A671","CK75","K02803          . . .          1 thk.","1","(57)(67)","A","75","40","25.0","24.4","23.6","22.8","21.7","20.4","19.8","19.1","15.7","12.6","9.3","6.7","4.0","2.5","1.6","1.0","CK75","A671","",""
"A299 Gr. A","A672","N75","K02803          . . .          1 thk.","1","(57)(67)","A","75","40","25.0","24.4","23.6","22.8","21.7","20.4","19.8","19.1","15.7","12.6","9.3","6.7","4.0","2.5","1.6","1.0","N75","A672","",""
"A299 Gr. A","A691","CMS-75","K02803          . . .          1 thk.","1","(57)(67)","A","75","40","25.0","24.4","23.6","22.8","21.7","20.4","19.8","19.1","15.7","12.6","9.3","6.7","4.0","2.5","1.6","1.0","CMS-75","A691","",""
"A299 Gr. A","A671","CK75","K02803          . . .          1 thk.","1","(57)(67)","A","75","42","25.0","25.0","24.8","23.9","22.8","21.5","20.8","19.6",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","CK75","A671","",""
"A299 Gr. A","A672","N75","K02803          . . .          1 thk.","1","(57)(67)","A","75","42","25.0","25.0","24.8","23.9","22.8","21.5","20.8","19.6",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","N75","A672","",""
"A299 Gr. A","A691","CMS-75","K02803          . . .          1 thk.","1","(57)(67)","A","75","42","25.0","25.0","24.8","23.9","22.8","21.5","20.8","19.6",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","CMS-75","A691","",""
". . .                                   API 5L","","X60               . . .              . . .          . . .                      1","","","","","(51)(55)(71)(77)","A","75","60","25.0","25.0","25.0","25.0","…","…","…","…","…","…","…","…","…","…","…","…","X60","API 5L"
". . .                                   API 5L","","X65               . . .              . . .          . . .                      1","","","","","(51)(55)(71)(77)","A","77","65","25.7","25.7","25.7","25.7","…","…","…","…","…","…","…","…","…","…","…","…","X65","API 5L"
". . .                                   API 5L","","X70               . . .              . . .          . . .                      1","","","","","(51)(55)(71)(77)","A","82","70","27.3","27.3","27.3","27.3","…","…","…","…","…","…","…","…","…","…","…","…","X70","API 5L"
". . .                                   API 5L","","X80               . . .              . . .          . . .                      1","","","","","(51)(55)(71)(77)","A","90","80","30.0","30.0","30.0","30.0","…","…","…","…","…","…","…","…","…","…","…","…","X80","API 5L"
". . .                                   A381","","Y60                . . .              . . .          . . .                       1","","","","","(51)(71)","A","75","60","25.0","25.0","25.0","25.0","…","…","…","…","…","…","…","…","…","…","…","…","Y60","A381"
"Pipes (Structural Grade) (2)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A283 Gr. A","A134      . . .                 . . .              . . .          . . .","","","","","1","(8a)(8c)","-20","45","24","15.0","14.7","14.2","13.7","…","…","…","…","…","…","…","…","…","…","…","…","…","A134"
"A1011 Gr. 30","A134      . . .                 . . .              . . .          . . .","","","","","1","(8a)(8c)","-20","49","30","16.3","16.3","16.3","16.3","…","…","…","…","…","…","…","…","…","…","…","…","…","A134"
"A283 Gr. B","A134      . . .                 . . .              . . .          . . .","","","","","1","(8a)(8c)","-20","50","27","16.7","16.5","15.9","","…","…","…","…","…","…","…","…","…","…","…","…","…","A134"
"A1011 Gr. 33","A134      . . .                 . . .              . . .          . . .","","","","","1","(8a)(8c)","-20","52","33","17.3","17.3","17.3","17.3","…","…","…","…","…","…","…","…","…","…","…","…","…","A134"
"A1011 Gr. 36","A134      . . .                 . . .              . . .          . . .","","","","","1","(8a)(8c)","-20","53","36","17.7","17.7","17.7","17.7","…","…","…","…","…","…","…","…","…","…","…","…","…","A134"
"A1011 Gr. 40","A134      . . .                 . . .              . . .          . . .","","","","","1","(8a)(8c)","-20","55","40","18.3","18.3","18.3","18.3","…","…","…","…","…","…","…","…","…","…","…","…","…","A134"
"A36","A134      . . .                 . . .              . . .          . . .","","","","","1","(8a)(8c)","-20","58","36","19.3","19.3","19.3","19.3","…","…","…","…","…","…","…","…","…","…","…","…","…","A134"
"A283 Gr. D","A134      . . .                 . . .              . . .          . . .","","","","","1","(8a)(8c)","-20","60","33","20.0","20.0","19.5","","…","…","…","…","…","…","…","…","…","…","…","…","…","A134"
"A1011 Gr. 45","A134      . . .                 . . .              . . .          . . .","","","","","1","(8a)(8c)","-20","60","45","20.0","20.0","20.0","20","…","…","…","…","…","…","…","…","…","…","…","…","…","A134"
"A1011 Gr. 50","A134      . . .                 . . .              . . .          . . .","","","","","1","(8a)(8c)","-20","65","50","21.7","21.7","21.7","21.7","…","…","…","…","…","…","…","…","…","…","…","…","…","A134"
"Plates, Bars, Shapes, and Sheets","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
". . .                                   A285","","A","K01700",". . .",". . .","1","(57)(59)","B","45","24","15.0","14.7","14.2","13.7","13.0","12.3","11.9","11.5","10.7","9.2","7.9","5.9","4.0","2.5","1.6","1.0","A","A285"
". . .                                   A285","","B","K02200",". . .",". . .","1","(57)(59)","B","50","27","16.7","16.5","15.9","15.4","14.7","13.8","13.3","12.5","10.7","9.2","7.9","5.9","4.0","2.5","1.6","1.0","B","A285"
". . .                                   A516","","55","K01800",". . .",". . .","1","(""0"")","C","55","30","18.3","18.3","17.7","17.1","16.3","15.3","14.8","14.3","13.0","10.8","8.7",". . .",". . .",". . .",". . .",". . .","55","A516"
". . .                                   A285","","C","K02801",". . .",". . .","1","(57)(59)","A","55","30","18.3","18.3","17.7","17.1","16.3","15.3","14.8","14.3","13.0","10.8","8.7","5.9","4.0","2.5","1.6","1.0","C","A285"
". . .                                   A516","","60","K02100",". . .",". . .","1","(""0"")","C","60","32","20.0","19.5","18.9","18.2","17.4","16.4","15.8","15.3","13.9","11.4","8.7",". . .",". . .",". . .",". . .",". . .","60","A516"
". . .                                   A515","","60","K02401",". . .",". . .","1","(""0"")","B","60","32","20.0","19.5","18.9","18.2","17.4","16.4","15.8","15.3","13.9","11.4","8.7","5.9","4.0","2.5",". . .",". . .","60","A515"
". . .                                   A696","","B","K03200",". . .",". . .","1","(""0"")","A","60","35","20.0","20.0","20.0","19.9","19.0","17.9","17.3","15.6",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","B","A696"
". . .                                   A516","","65","K02403",". . .",". . .","1","(""0"")","B","65","35","21.7","21.4","20.6","19.9","19.0","17.9","17.3","16.7","13.9","11.4","9.0",". . .",". . .",". . .",". . .",". . .","65","A516"
". . .                                   A515","","65","K02800",". . .",". . .","1","(""0"")","A","65","35","21.7","21.4","20.6","19.9","19.0","17.9","17.3","16.7","13.9","11.4","9.0","6.3","4.0","2.5",". . .",". . .","65","A515"
". . .                                   A516","","70","K02700",". . .",". . .","1","(""0"")","B","70","38","23.3","23.2","22.4","21.6","20.6","19.4","18.8","18.1","14.8","12.0","9.3",". . .",". . .",". . .",". . .",". . .","70","A516"
". . .                                   A515","","70","K03101",". . .",". . .","1","(""0"")","A","70","38","23.3","23.2","22.4","21.6","20.6","19.4","18.8","18.1","14.8","12.0","9.3","6.7","4.0","2.5",". . .",". . .","70","A515"
". . .                                   A696","","C","K03200",". . .",". . .","1","(""0"")","A","70","40","23.3","23.3","23.3","22.8","21.7","20.5","19.7","18.3",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","C","A696"
". . .                                   A537","",". . .","K12437","1","21⁄2 thk.","1",". . .","D","70","50","23.3","23.3","22.8","22.7","22.7","22.4","21.9","18.3",". . .",". . .",". . .",". . .",". . .",". . .",". . .",". . .","Cl. 1","A537"
". . .                                   A299","","A","K02803",". . .","1 thk.","1","(""0"")","A","75","40","25.0","24.4","23.6","22.8","21.7","20.4","19.8","19.1","15.7","12.6","9.3","6.7","4.0","2.5","1.6","1.0","A","A299"
". . .                                   A299","","A","K02803",". . .","1 thk.","1","(""0"")","A","75","42","25.0","25.0","24.8","23.9","22.8","21.5","20.8","19.6","15.7","12.6","9.3","6.7","4.0","2.5","1.6","1.0","A","A299"
